,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
2421,flat,experion the heartsong,sector 108,2.08,9905.0,4,4,3+,3.0,Moderately Old,2631.0,0,1,0,0,0,0,126,"28.5134° N, 76.9830° E",28.5134,76.983
2422,flat,shree vardhman flora,sector 90,0.65,4962.0,2,2,3,11.0,Moderately Old,1225.0,1,0,0,0,0,1,49,"28.4085° N, 76.9369° E",28.4085,76.9369
2423,flat,godrej nature plus,sector 33,1.4,15119.0,3,2,3+,20.0,New Property,113.0,0,0,0,0,0,0,70,"28.4420° N, 77.0207° E",28.442,77.0207
2424,flat,bestech park view city,sector 48,1.8,10251.0,3,4,3,3.0,Moderately Old,1951.0,1,0,0,0,0,1,76,"28.4177° N, 77.0359° E",28.4177,77.0359
2425,house,independent,sector 25,7.6,38756.0,2,9,3,4.0,Moderately Old,1935.0,1,0,1,1,0,1,84,"28.4844° N, 77.0860° E",28.4844,77.086
2426,flat,apex our homes,sector 37c,0.38,4108.0,2,2,1,9.0,Moderately Old,925.0,0,0,0,0,0,0,65,"28.4515° N, 76.9882° E",28.4515,76.9882
2427,flat,spaze privy at,sector 84,1.35,9643.0,3,3,3,7.0,Moderately Old,1750.0,0,0,0,1,0,0,90,"28.3979° N, 76.9736° E",28.3979,76.9736
2428,flat,tulip violet,sector 69,1.76,9514.0,3,4,2,0.0,Moderately Old,1674.0,0,0,0,0,0,0,157,"28.3966° N, 77.0341° E",28.3966,77.0341
2429,house,independent,sector 109,1.55,6568.0,3,2,0,1.0,Moderately Old,2360.0,0,0,0,0,0,0,0,"28.5073° N, 77.0089° E",28.5073,77.0089
2430,house,international city by sobha phase 2,sector 109,11.3,25111.0,7,5,3+,4.0,Moderately Old,480.0,1,1,0,1,1,0,49,"28.5073° N, 77.0089° E",28.5073,77.0089
2431,flat,dlf the primus,sector 82a,1.8,13846.0,3,3,3+,10.0,Moderately Old,1545.0,0,1,0,0,0,2,174,"28.3858° N, 76.9686° E",28.3858,76.9686
2432,house,emaar mgf marbella,sector 66,9.0,21251.0,4,4,3+,0.2,Moderately Old,5200.0,0,1,1,1,0,1,114,"28.3925° N, 77.0541° E",28.3925,77.0541
2433,flat,pgr shree kripaluji apartment,sector 52,1.4,6087.0,3,3,3+,8.0,Moderately Old,2556.0,0,0,0,0,0,1,80,"28.4379° N, 77.0785° E",28.4379,77.0785
2434,flat,ss the leaf,sector 85,1.06,6344.0,2,2,2,12.0,Moderately Old,1512.0,0,0,0,0,0,0,44,"28.4042° N, 76.9513° E",28.4042,76.9513
2435,house,unitech nirvana birch court,sector 50,7.1,31430.0,3,3,3,1.0,Old Property,240.0,0,1,0,0,0,0,49,"28.4178° N, 77.0628° E",28.4178,77.0628
2436,flat,shree vardhman victoria,sector 70,1.07,7926.0,2,2,3,8.0,Moderately Old,1222.0,1,0,0,0,0,0,108,"28.3968° N, 77.0233° E",28.3968,77.0233
2437,flat,smart world gems,sector 89,0.88,7964.0,2,2,3,2.0,New Property,1228.0,1,0,0,0,0,0,44,"28.4253° N, 76.9439° E",28.4253,76.9439
2438,flat,signature global synera,sector 81,0.31,7434.0,1,1,1,13.0,Moderately Old,366.0,0,0,0,0,0,2,123,"28.3867° N, 76.9485° E",28.3867,76.9485
2439,house,not applicable,sector 4,0.4,9259.0,1,1,1,1.0,Old Property,432.0,0,0,0,0,0,0,0,"28.4738° N, 77.0107° E",28.4738,77.0107
2440,flat,chintels paradiso,sector 109,1.8,8867.0,3,3,2,0.0,Moderately Old,1910.0,0,1,0,0,0,0,83,"28.5073° N, 77.0089° E",28.5073,77.0089
2441,flat,ats tourmaline,sector 109,2.25,8704.0,3,4,3,14.0,Moderately Old,2339.0,0,1,0,0,0,0,101,"28.5073° N, 77.0089° E",28.5073,77.0089
2442,flat,emaar mgf emerald floors premier,sector 65,2.65,16061.0,3,3,3,5.0,Moderately Old,1833.0,1,1,0,0,0,0,37,"28.4030° N, 77.0690° E",28.403,77.069
2443,flat,shree vardhman victoria,sector 70,1.15,8519.0,2,2,3,8.0,Moderately Old,1222.0,1,0,0,0,1,0,49,"28.3968° N, 77.0233° E",28.3968,77.0233
2444,flat,m3m sierra 68,sector 68,1.08,8675.0,2,2,3,1.0,Moderately Old,1130.0,0,0,0,0,0,1,149,"28.3853° N, 77.0484° E",28.3853,77.0484
2445,flat,godrej nature plus,sector 33,1.9,9850.0,3,3,3+,14.0,New Property,2143.0,0,1,0,0,0,0,96,"28.4420° N, 77.0207° E",28.442,77.0207
2446,house,independent,sector 40,5.0,21124.0,9,9,3+,3.0,Old Property,2367.0,0,1,1,0,0,1,83,"28.4498° N, 77.0567° E",28.4498,77.0567
2447,house,independent,sector 43,5.3,27390.0,3,9,3+,3.0,Old Property,1935.0,0,1,0,0,0,1,71,"28.4629° N, 77.0772° E",28.4629,77.0772
2448,flat,dlf regency park,sector 90,2.3,11819.0,3,3,3,7.0,Moderately Old,1777.0,0,1,0,0,0,0,117,"28.4085° N, 76.9369° E",28.4085,76.9369
2449,flat,ambience creacions,sector 22,2.0,14493.0,2,2,2,9.0,Moderately Old,1533.0,0,0,0,0,0,0,49,"28.5072° N, 77.0640° E",28.5072,77.064
2450,flat,suncity heights,sector 54,3.85,16446.0,3,3,3+,8.0,Old Property,2119.0,0,1,0,0,0,0,67,"28.4348° N, 77.1089° E",28.4348,77.1089
2451,house,independent,sector 108,1.34,5000.0,1,1,0,1.0,Moderately Old,2680.0,0,0,0,0,0,0,0,"28.5134° N, 76.9830° E",28.5134,76.983
2452,house,independent,sector 4,0.85,7522.0,3,3,0,1.0,Old Property,1130.0,0,0,0,0,0,0,0,"28.4738° N, 77.0107° E",28.4738,77.0107
2453,flat,ats triumph,sector 104,2.62,8317.0,4,4,3+,14.0,Moderately Old,2851.0,0,1,0,0,0,0,174,"28.4788° N, 76.9960° E",28.4788,76.996
2454,flat,the penthouses at the hibiscus,sector 50,8.0,8888.0,4,3,3,7.0,Moderately Old,10000.0,0,1,0,0,0,0,35,"28.4178° N, 77.0628° E",28.4178,77.0628
2455,flat,ats kocoon,sector 109,1.7,12879.0,3,3,3,22.0,Moderately Old,1550.0,0,0,0,0,0,0,103,"28.5073° N, 77.0089° E",28.5073,77.0089
2456,flat,godrej summit,sector 104,1.3,7893.0,3,3,3,8.0,New Property,1490.0,0,0,0,0,1,0,103,"28.4788° N, 76.9960° E",28.4788,76.996
2457,flat,m3m capital,sector 113,2.57,15576.0,4,5,3+,25.0,Moderately Old,2060.0,1,0,0,0,0,1,79,"28.5287° N, 77.0233° E",28.5287,77.0233
2458,flat,microtek greenburg,sector 86,1.23,8311.0,2,2,3,13.0,Moderately Old,1339.0,1,0,0,0,0,0,6,"28.3986° N, 76.9384° E",28.3986,76.9384
2459,flat,antriksh heights,sector 84,0.54,4459.0,2,2,3+,17.0,Moderately Old,1086.0,0,0,0,0,0,0,81,"28.3979° N, 76.9736° E",28.3979,76.9736
2460,flat,signature global the millennia,sector 37d,0.55,9167.0,2,2,3,3.0,New Property,543.0,0,0,0,0,0,0,53,"28.4478° N, 76.9703° E",28.4478,76.9703
2461,house,dlf south city 1,sector 41,2.65,18929.0,3,3,3,4.0,New Property,1800.0,0,1,0,0,0,1,22,"28.4557° N, 77.0632° E",28.4557,77.0632
2462,flat,indiabulls enigma,sector 110,3.6,10588.0,4,5,3,7.0,Moderately Old,3077.0,0,1,0,0,0,0,165,"28.5145° N, 77.0197° E",28.5145,77.0197
2463,house,independent,sector 8,0.32,7111.0,2,3,1,1.0,Moderately Old,450.0,0,0,0,0,0,0,0,"28.3738° N, 76.8970° E",28.3738,76.897
2464,flat,godrej habitat,sector 76,1.2,8310.0,2,2,3,0.0,Moderately Old,1307.0,0,0,0,0,0,0,60,"28.3935° N, 76.9888° E",28.3935,76.9888
2465,flat,ambience creacions,sector 22,1.75,12700.0,2,2,2,11.0,New Property,1249.0,0,0,0,0,0,0,57,"28.5072° N, 77.0640° E",28.5072,77.064
2466,flat,emaar mgf emerald estate,sector 65,1.75,12545.0,3,3,3,10.0,Moderately Old,1081.0,0,1,0,0,0,1,124,"28.4030° N, 77.0690° E",28.403,77.069
2467,flat,park royal apartment,sector 56,1.71,7600.0,3,3,3+,5.0,Old Property,2251.0,0,1,0,0,0,1,118,"28.4245° N, 77.0991° E",28.4245,77.0991
2468,flat,ild greens,sector 37c,0.95,5067.0,3,3,3+,0.0,New Property,1697.0,0,0,0,0,0,0,51,"28.4515° N, 76.9882° E",28.4515,76.9882
2469,flat,m3m sierra 68,sector 68,1.13,9076.0,2,2,3,9.0,Moderately Old,1130.0,0,0,0,0,0,1,149,"28.3853° N, 77.0484° E",28.3853,77.0484
2470,flat,m3m capital,sector 113,2.37,11499.0,4,4,3+,20.0,Under Construction,2060.0,1,0,0,0,0,0,143,"28.5287° N, 77.0233° E",28.5287,77.0233
2471,house,independent,sector 7,0.66,12000.0,3,1,1,3.0,Moderately Old,550.0,0,0,0,0,1,0,22,"28.4644° N, 77.0143° E",28.4644,77.0143
2472,flat,m3m woodshire,sector 107,0.98,6422.0,2,2,3,7.0,Moderately Old,1281.0,1,0,0,0,0,1,174,"28.5052° N, 76.9729° E",28.5052,76.9729
2473,flat,la vida by tata housing,sector 113,2.35,10600.0,3,3,3,11.0,New Property,2210.0,0,1,0,0,0,0,174,"28.5287° N, 77.0233° E",28.5287,77.0233
2474,flat,raheja vedaanta,sector 108,0.7,4522.0,2,2,3,1.0,Moderately Old,1548.0,0,0,0,0,0,0,0,"28.5134° N, 76.9830° E",28.5134,76.983
2475,house,independent,sector 4,0.67,9795.0,3,3,2,2.0,Moderately Old,76.0,0,0,0,0,1,0,7,"28.4738° N, 77.0107° E",28.4738,77.0107
2476,flat,emaar gurgaon greens,sector 102,1.3,7879.0,3,3,3,4.0,Moderately Old,1315.0,0,1,0,0,0,1,125,"28.4750° N, 76.9715° E",28.475,76.9715
2477,flat,mariners home,sector 56,2.11,8612.0,3,2,3,4.0,Moderately Old,2250.0,0,0,0,0,1,1,126,"28.4245° N, 77.0991° E",28.4245,77.0991
2478,house,independent,sector 27,8.0,26298.0,9,9,3,4.0,Moderately Old,3042.0,1,1,1,1,0,2,110,"28.4658° N, 77.0917° E",28.4658,77.0917
2479,flat,tulip violet,sector 69,1.7,8458.0,4,4,2,10.0,Moderately Old,1804.0,1,1,1,1,0,0,174,"28.3966° N, 77.0341° E",28.3966,77.0341
2480,flat,experion the heartsong,sector 108,0.9,7015.0,2,3,3,2.0,Moderately Old,978.23,0,1,0,0,0,0,94,"28.5134° N, 76.9830° E",28.5134,76.983
2481,flat,smart world orchard,sector 61,1.47,12783.0,2,2,2,4.0,Moderately Old,1278.0,1,0,0,0,0,0,31,"28.4050° N, 77.0963° E",28.405,77.0963
2482,house,independent,sector 26,6.0,33333.0,3,5,3+,3.0,Old Property,1800.0,0,0,0,0,0,1,9,"28.4757° N, 77.1032° E",28.4757,77.1032
2483,flat,signature global orchard avenue,sector 93,0.85,14238.0,2,2,0,10.0,Moderately Old,597.0,0,0,0,0,0,0,0,"28.4153° N, 76.9326° E",28.4153,76.9326
2484,flat,shree arihant apartment,sector 54,1.55,7381.0,3,3,3+,3.0,Moderately Old,2000.0,0,0,0,1,1,1,125,"28.4348° N, 77.1089° E",28.4348,77.1089
2485,flat,raheja vedaanta,sector 108,0.7,4651.0,2,2,2,12.0,Moderately Old,1362.0,0,0,0,0,0,0,72,"28.5134° N, 76.9830° E",28.5134,76.983
2486,flat,tata primanti,sector 72,3.9,13425.0,4,4,3+,39.0,Moderately Old,2509.0,0,1,0,0,1,0,49,"28.4225° N, 77.0211° E",28.4225,77.0211
2487,flat,mapsko mount ville,sector 79,1.3,8025.0,3,3,3+,1.0,Moderately Old,1213.0,0,0,0,0,0,1,140,"28.3624° N, 76.9787° E",28.3624,76.9787
2488,flat,signature global grand iva,sector 103,0.3,8287.0,1,2,2,5.0,New Property,402.0,0,0,0,0,0,0,37,"28.4949° N, 76.9845° E",28.4949,76.9845
2489,house,independent,sector 23,5.1,16569.0,3,2,0,1.0,Old Property,125.0,0,0,0,0,1,0,27,"28.5121° N, 77.0478° E",28.5121,77.0478
2490,flat,m3m skywalk,sector 74,2.25,12500.0,3,3,3,5.0,Moderately Old,1900.0,1,0,0,0,0,0,174,"28.4158° N, 77.0118° E",28.4158,77.0118
2491,house,independent,sector 23,1.2,6231.0,3,2,2,3.0,New Property,1500.0,0,0,0,0,0,1,79,"28.5121° N, 77.0478° E",28.5121,77.0478
2492,flat,assotech blith,sector 99,0.92,6740.0,2,2,3+,22.0,Under Construction,1235.0,0,0,0,0,0,0,56,"28.4640° N, 76.9614° E",28.464,76.9614
2493,house,independent,sector 51,2.25,2778.0,6,3,3+,3.0,Moderately Old,900.0,0,0,0,0,0,0,54,"28.4320° N, 77.0686° E",28.432,77.0686
2494,flat,paras dews,sector 106,1.4,6001.0,3,4,3+,12.0,Under Construction,1593.0,1,1,0,0,1,0,55,"28.5007° N, 77.0003° E",28.5007,77.0003
2495,flat,sbr apartment,manesar,0.68,4456.0,3,3,3,2.0,Moderately Old,1526.0,0,0,0,0,0,0,0,"28.3515° N, 76.9428° E",28.3515,76.9428
2496,flat,bestech park view grand spa,sector 81,4.5,10714.0,4,6,3+,17.0,Moderately Old,3801.0,0,1,0,0,0,1,44,"28.3867° N, 76.9485° E",28.3867,76.9485
2497,flat,emaar mgf the palm drive,sector 66,3.98,18091.0,3,4,3+,2.0,Moderately Old,1991.0,0,1,0,0,0,1,123,"28.3925° N, 77.0541° E",28.3925,77.0541
2498,flat,signature global solera 2,sector 107,0.5,8929.0,2,2,2,13.0,New Property,622.0,0,0,0,0,0,0,8,"28.5052° N, 76.9729° E",28.5052,76.9729
2499,flat,ats tourmaline,sector 109,1.45,6744.0,3,4,3+,4.0,Moderately Old,1797.0,0,1,0,0,0,0,71,"28.5073° N, 77.0089° E",28.5073,77.0089
2500,flat,m3m heights,sector 65,2.78,15200.0,3,3,3,44.0,Moderately Old,1654.0,0,0,0,0,0,0,56,"28.4030° N, 77.0690° E",28.403,77.069
2501,flat,signature global the millennia 3,sector 37d,0.5,7143.0,3,3,2,2.0,Moderately Old,778.0,0,0,0,0,0,0,31,"28.4478° N, 76.9703° E",28.4478,76.9703
2502,flat,ats kocoon,sector 109,2.2,10023.0,3,4,3,8.0,Moderately Old,1860.0,0,1,0,0,0,0,156,"28.5073° N, 77.0089° E",28.5073,77.0089
2503,flat,supertech basera,sector 79,0.36,7643.0,2,2,1,4.0,New Property,546.0,0,0,0,0,0,0,60,"28.3624° N, 76.9787° E",28.3624,76.9787
2504,flat,ild greens,sector 37c,1.0,4724.0,3,3,3,3.0,Under Construction,1629.0,0,0,0,0,0,0,51,"28.4515° N, 76.9882° E",28.4515,76.9882
2505,flat,signature the roselia,sector 95,0.41,6193.0,2,2,2,12.0,New Property,670.0,1,0,0,0,0,1,90,"28.4172° N, 76.9081° E",28.4172,76.9081
2506,flat,m3m golfestate,sector 65,13.2,12000.0,4,4,3,13.0,Moderately Old,12222.0,0,1,0,0,0,0,60,"28.4030° N, 77.0690° E",28.403,77.069
2507,house,ansal sushant lok,sector 43,10.5,27911.0,4,4,2,0.2,Old Property,3762.0,0,1,0,0,0,0,59,"28.4629° N, 77.0772° E",28.4629,77.0772
2508,flat,signature global solera,sector 107,0.51,7907.0,3,2,2,9.0,Moderately Old,717.0,0,0,0,0,1,0,15,"28.5052° N, 76.9729° E",28.5052,76.9729
2509,flat,ats kocoon,sector 109,2.95,10351.0,4,4,3+,7.0,Moderately Old,3150.0,0,1,1,0,0,1,158,"28.5073° N, 77.0089° E",28.5073,77.0089
2510,flat,bptp terra,sector 37d,1.45,8007.0,3,3,3,9.0,Moderately Old,1639.0,0,0,0,0,0,0,107,"28.4478° N, 76.9703° E",28.4478,76.9703
2511,flat,suncity vatsal valley,gwal pahari,1.38,9650.0,3,3,2,1.0,Moderately Old,1294.0,0,0,0,0,0,1,151,"28.4484° N, 77.0210° E",28.4484,77.021
2512,house,independent,sector 14,3.4,15111.0,3,3,3,1.0,Old Property,2250.0,0,0,0,0,0,0,32,"28.4711° N, 77.0454° E",28.4711,77.0454
2513,house,independent,sector 7,2.0,13889.0,2,2,2,2.0,Old Property,1440.0,0,0,0,0,0,0,22,"28.4644° N, 77.0143° E",28.4644,77.0143
2514,flat,tulip violet,sector 69,1.43,8888.0,3,3,2,1.0,Moderately Old,1455.0,0,0,0,1,0,0,86,"28.3966° N, 77.0341° E",28.3966,77.0341
2515,flat,maa bhagwati residency,sector 7,0.45,5000.0,2,2,1,4.0,Moderately Old,1000.0,0,0,0,0,0,0,28,"28.4644° N, 77.0143° E",28.4644,77.0143
2516,house,international city by sobha phase 2,sector 109,8.75,24306.0,5,5,3+,3.0,New Property,3600.0,1,1,1,1,0,1,153,"28.5073° N, 77.0089° E",28.5073,77.0089
2517,flat,bestech park view grand spa,sector 81,2.29,8609.0,3,4,3+,10.0,Moderately Old,2315.0,1,1,0,0,0,2,174,"28.3867° N, 76.9485° E",28.3867,76.9485
2518,house,independent,sector 12,0.38,4222.0,3,3,3,3.0,Moderately Old,900.0,0,0,0,0,0,0,0,"28.4723° N, 77.0320° E",28.4723,77.032
2519,flat,ss the leaf,sector 85,1.14,6951.0,2,2,3,4.0,Moderately Old,1484.0,0,0,0,0,0,0,109,"28.4042° N, 76.9513° E",28.4042,76.9513
2520,flat,vatika the seven lamps,sector 82,1.39,6411.0,3,3,3+,11.0,Moderately Old,1955.0,1,1,0,0,0,1,117,"28.3935° N, 76.9600° E",28.3935,76.96
2521,house,shivaji nagar residential,sector 11,3.08,11407.0,6,4,2,1.0,Old Property,2700.0,0,0,0,0,0,0,0,"28.4531° N, 77.0202° E",28.4531,77.0202
2522,flat,m3m merlin,sector 67,3.5,14843.0,3,4,3+,15.0,Moderately Old,2134.0,0,1,0,0,0,1,158,"28.3859° N, 77.0608° E",28.3859,77.0608
2523,flat,chintels paradiso,sector 109,1.97,7490.0,4,4,2,11.0,Moderately Old,2380.0,0,1,0,1,0,0,49,"28.5073° N, 77.0089° E",28.5073,77.0089
2524,house,ansal api esencia,sector 67,1.85,8222.0,3,3,3,1.0,Moderately Old,278.0,0,0,0,0,0,0,49,"28.3859° N, 77.0608° E",28.3859,77.0608
2525,house,independent,sector 6,1.0,4630.0,6,4,0,3.0,Old Property,240.0,0,0,0,0,0,0,0,"28.4745° N, 77.0262° E",28.4745,77.0262
2526,flat,la vida by tata housing,sector 113,3.05,11338.0,3,4,3,15.0,New Property,2600.0,0,1,0,0,0,0,174,"28.5287° N, 77.0233° E",28.5287,77.0233
2527,flat,emaar gurgaon greens,sector 102,1.55,9394.0,3,4,3,7.0,Moderately Old,1315.0,0,1,0,0,0,1,152,"28.4750° N, 76.9715° E",28.475,76.9715
2528,flat,godrej nature plus,sector 33,1.35,8232.0,3,2,3+,7.0,Moderately Old,1484.0,0,0,0,1,0,0,49,"28.4420° N, 77.0207° E",28.442,77.0207
2529,flat,sukhshanti apartment,sector 56,1.7,7727.0,3,3,3,4.0,Old Property,2200.0,1,0,0,0,0,0,49,"28.4245° N, 77.0991° E",28.4245,77.0991
2530,flat,godrej summit,sector 104,0.85,6894.0,2,2,3,12.0,Moderately Old,1611.0,1,0,0,0,1,0,61,"28.4788° N, 76.9960° E",28.4788,76.996
2531,flat,la vida by tata housing,sector 113,3.05,15561.0,3,4,3,3.0,Moderately Old,2150.0,0,1,0,0,0,0,174,"28.5287° N, 77.0233° E",28.5287,77.0233
2532,house,independent,sector 104,0.6,5128.0,4,3,1,2.0,Moderately Old,1170.0,0,0,0,0,0,0,0,"28.4788° N, 76.9960° E",28.4788,76.996
2533,house,dlf floors phase 3,sector 24,3.51,12342.0,4,4,3,4.0,Under Construction,2844.0,1,1,1,1,0,1,160,"28.4939° N, 77.1038° E",28.4939,77.1038
2534,house,dlf city plots,sector 26,17.3,38737.0,6,7,3+,3.0,New Property,4518.0,1,1,1,1,0,1,124,"28.4757° N, 77.1032° E",28.4757,77.1032
2535,house,independent,sector 57,3.49,20197.0,4,4,2,3.0,Old Property,1728.0,1,1,0,1,0,1,49,"28.4232° N, 77.0752° E",28.4232,77.0752
2536,house,independent,sector 4,0.92,15257.0,1,4,3,4.0,Old Property,603.0,0,0,0,0,1,0,0,"28.4738° N, 77.0107° E",28.4738,77.0107
2537,house,independent,sector 7,0.9,10000.0,2,4,3,3.0,Old Property,900.0,0,1,0,0,1,1,44,"28.4644° N, 77.0143° E",28.4644,77.0143
2538,flat,emaar gurgaon greens,sector 102,1.52,9212.0,3,3,3,7.0,Moderately Old,1315.0,0,1,0,0,0,1,137,"28.4750° N, 76.9715° E",28.475,76.9715
2539,house,independent,sector 39,5.15,14071.0,5,5,0,1.0,Moderately Old,340.0,0,0,0,0,0,0,0,"28.4434° N, 77.0515° E",28.4434,77.0515
2540,flat,dlf new town heights,sector 90,1.88,6894.0,4,4,3+,20.0,Moderately Old,2726.0,0,1,0,1,0,0,145,"28.4085° N, 76.9369° E",28.4085,76.9369
2541,flat,pareena laxmi apartments,sector 99a,0.31,5905.0,2,2,2,6.0,New Property,583.0,0,0,0,0,0,0,74,"28.4561° N, 76.9542° E",28.4561,76.9542
2542,flat,emaar the palm drive,sector 66,3.9,18634.0,3,4,3,2.0,Moderately Old,2200.0,0,0,0,0,0,0,0,"28.3925° N, 77.0541° E",28.3925,77.0541
2543,flat,signature global city 92,sector 92,0.78,7723.0,2,2,3,2.0,Moderately Old,846.0,0,0,0,0,1,0,24,"28.4079° N, 76.9153° E",28.4079,76.9153
2544,flat,godrej aria,sector 79,1.3,9623.0,2,4,2,3.0,Moderately Old,1223.0,0,0,0,0,0,0,53,"28.3624° N, 76.9787° E",28.3624,76.9787
2545,flat,orris carnation residency,sector 85,0.9,4532.0,4,4,3,8.0,Moderately Old,1575.0,0,0,0,0,0,1,40,"28.4042° N, 76.9513° E",28.4042,76.9513
2546,flat,tulip violet,sector 69,2.0,9583.0,4,4,2,0.0,Moderately Old,1889.0,0,0,0,0,0,0,157,"28.3966° N, 77.0341° E",28.3966,77.0341
2547,flat,emaar palm gardens,sector 83,1.4,9675.0,3,3,3,11.0,Moderately Old,1582.0,0,1,0,0,0,2,58,"28.3986° N, 76.9647° E",28.3986,76.9647
2548,flat,emaar mgf palm hills,sector 77,1.25,8621.0,3,4,3,1.0,Moderately Old,1611.0,0,1,0,0,0,1,104,"28.3801° N, 76.9845° E",28.3801,76.9845
2549,flat,ss the leaf,sector 85,1.2,7317.0,2,2,3,12.0,Moderately Old,1484.0,0,0,0,0,0,1,157,"28.4042° N, 76.9513° E",28.4042,76.9513
2550,house,independent,sector 7,3.0,11494.0,7,7,0,3.0,Old Property,2610.0,0,0,0,0,0,0,0,"28.4644° N, 77.0143° E",28.4644,77.0143
2551,flat,signature global city 92,sector 92,0.99,9074.0,3,2,3,1.0,Moderately Old,1091.0,0,0,0,0,0,0,24,"28.4079° N, 76.9153° E",28.4079,76.9153
2552,flat,dlf the skycourt,sector 86,2.2,11500.0,3,3,1,7.0,Moderately Old,1747.0,0,0,0,1,0,2,77,"28.3986° N, 76.9384° E",28.3986,76.9384
2553,flat,paras quartier,gwal pahari,5.9,11028.0,4,4,3+,0.0,New Property,5350.0,0,0,0,0,0,0,63,"28.4484° N, 77.0210° E",28.4484,77.021
2554,flat,kiran residency,sector 56,1.55,6889.0,3,3,3+,5.0,Old Property,1900.0,0,1,0,1,0,1,92,"28.4245° N, 77.0991° E",28.4245,77.0991
2555,flat,ss the leaf,sector 85,1.83,7609.0,3,4,3,9.0,Moderately Old,1925.0,0,0,0,0,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
2556,flat,ansal estella,sector 103,1.5,8671.0,3,3,3+,6.0,Under Construction,1741.0,0,0,0,0,0,0,58,"28.4949° N, 76.9845° E",28.4949,76.9845
2557,house,independent,sector 56,2.95,20233.0,2,2,0,1.0,Old Property,162.0,0,0,0,0,0,0,0,"28.4245° N, 77.0991° E",28.4245,77.0991
2558,flat,dlf the ultima,sector 81,2.3,14375.0,3,4,3+,18.0,Moderately Old,1854.0,0,1,0,0,0,2,174,"28.3867° N, 76.9485° E",28.3867,76.9485
2559,house,independent,sector 6,0.5,8333.0,3,3,2,2.0,Old Property,600.0,0,0,0,1,0,0,0,"28.4745° N, 77.0262° E",28.4745,77.0262
2560,flat,tulip violet,sector 69,1.92,15360.0,4,4,2,0.0,Moderately Old,1389.0,0,0,0,0,0,0,174,"28.3966° N, 77.0341° E",28.3966,77.0341
2561,flat,dlf the ultima,sector 81,2.21,10366.0,3,3,3+,3.0,Moderately Old,1881.0,0,1,0,0,0,2,149,"28.3867° N, 76.9485° E",28.3867,76.9485
2562,house,independent,sector 10a,4.25,17955.0,4,3,2,1.0,New Property,2367.0,0,0,0,0,0,0,0,"28.4469° N, 77.0106° E",28.4469,77.0106
2563,flat,m3m sky lofts,sector 71,1.0,11494.0,1,1,1,9.0,Moderately Old,869.0,0,0,0,0,0,0,77,"28.4104° N, 77.0281° E",28.4104,77.0281
2564,flat,mahindra aura,sector 110,1.8,8815.0,3,3,3+,7.0,Moderately Old,1850.0,0,1,0,0,0,1,136,"28.5145° N, 77.0197° E",28.5145,77.0197
2565,flat,dlf new town heights,sector 86,1.4,5942.0,4,4,3+,20.0,Moderately Old,2132.0,0,1,0,1,0,0,65,"28.3986° N, 76.9384° E",28.3986,76.9384
2566,house,independent,sector 22,4.75,20068.0,7,5,3+,3.0,Old Property,261.0,0,0,0,1,1,1,49,"28.5072° N, 77.0640° E",28.5072,77.064
2567,flat,ansal heights 86,sector 86,1.25,7396.0,3,2,1,2.0,New Property,1529.0,0,0,0,0,0,0,100,"28.3986° N, 76.9384° E",28.3986,76.9384
2568,flat,ats kocoon,sector 109,1.7,9742.0,3,3,3,21.0,Moderately Old,1550.0,0,0,0,0,0,0,49,"28.5073° N, 77.0089° E",28.5073,77.0089
2569,flat,spire woods now ananda by alpha corp,sector 103,1.25,6902.0,3,4,3,11.0,Under Construction,2012.0,1,1,0,0,0,0,105,"28.4949° N, 76.9845° E",28.4949,76.9845
2570,flat,godrej summit,sector 104,0.75,5910.0,2,2,3,6.0,Moderately Old,1148.0,0,0,0,0,1,0,79,"28.4788° N, 76.9960° E",28.4788,76.996
2571,flat,umang monsoon breeze,sector 78,0.95,5491.0,3,3,2,9.0,Moderately Old,1730.0,0,0,0,0,0,1,65,"28.3733° N, 76.9729° E",28.3733,76.9729
2572,flat,ss the leaf,sector 85,1.24,7122.0,2,2,3,10.0,Moderately Old,1730.0,0,0,0,0,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
2573,flat,paras dews,sector 106,0.87,9255.0,2,2,3+,1.0,New Property,1120.0,0,0,0,0,0,0,174,"28.5007° N, 77.0003° E",28.5007,77.0003
2574,house,vipul tatvam villa,sector 48,7.25,22377.0,4,4,3,2.0,Moderately Old,360.0,1,1,1,1,0,1,103,"28.4177° N, 77.0359° E",28.4177,77.0359
2575,flat,puri diplomatic greens,sector 111,2.58,11727.0,3,4,2,9.0,Moderately Old,1991.0,0,1,0,0,0,0,101,"28.5238° N, 77.0320° E",28.5238,77.032
2576,house,independent,sector 43,2.1,4250.0,10,10,3+,5.0,New Property,549.0,0,1,0,0,0,0,20,"28.4629° N, 77.0772° E",28.4629,77.0772
2577,flat,pyramid urban,sector 67a,0.7,11844.0,2,2,1,14.0,New Property,657.0,0,0,0,0,0,0,44,"28.3960° N, 77.0372° E",28.396,77.0372
2578,flat,suposhaa smartworld orchard,sector 61,2.25,14526.0,3,3,2,3.0,Moderately Old,1721.0,0,0,0,0,0,0,0,"28.4050° N, 77.0963° E",28.405,77.0963
